#Parameters = {Centro=2.6764722367736e-15; Cetntro2=-1.5552542131904; Desloc=0.2; R=0.8; c=0.15; h=0.1; w=0.12}
#"Frequency / GHz"	"S1,1 (1) [Magnitude]"
#----------------------------------------
47.046000000000	-22.710082359290
47.345000000000	-22.742977170587
47.644000000000	-22.771083319543
47.943000000000	-22.794547734400
48.242000000000	-22.813525737136
48.541000000000	-22.828179740393
48.840000000000	-22.838677945616
49.139000000000	-22.845193062138
49.438000000000	-22.847901064878
49.737000000000	-22.846980005830
50.036000000000	-22.842608892020
50.335000000000	-22.834966639962
50.634000000000	-22.824231114085
50.933000000000	-22.810578254169
51.232000000000	-22.794181294562
51.531000000000	-22.775210075921
51.830000000000	-22.753830448477
52.129000000000	-22.730203764290
52.428000000000	-22.704486454766
52.727000000000	-22.676829688757
53.026000000000	-22.647379105819
53.325000000000	-22.616274618763
53.624000000000	-22.583650279333
53.923000000000	-22.549634200719
54.222000000000	-22.514348530685
54.521000000000	-22.477909469210
54.820000000000	-22.440427324801
55.119000000000	-22.402006603952
55.418000000000	-22.362746128589
55.717000000000	-22.322739176718
56.016000000000	-22.282073641940
56.315000000000	-22.240832207877
56.614000000000	-22.199092533991
56.913000000000	-22.156927449662
57.212000000000	-22.114405153772
57.511000000000	-22.071589417421
57.810000000000	-22.028539787679
58.109000000000	-21.985311790656
58.408000000000	-21.941957132380
58.707000000000	-21.898523896269
59.006000000000	-21.855056736194
59.305000000000	-21.811597064316
59.604000000000	-21.768183233067
59.903000000000	-21.724850710809
60.202000000000	-21.681632250809
60.501000000000	-21.638558053308
60.800000000000	-21.595655920542
61.099000000000	-21.552951404671
61.398000000000	-21.510467948630
61.697000000000	-21.468227019965
61.996000000000	-21.426248237796
62.295000000000	-21.384549493044
62.594000000000	-21.343147062113
62.893000000000	-21.302055714259
63.192000000000	-21.261288812833
63.491000000000	-21.220858410676
63.790000000000	-21.180775339885
64.089000000000	-21.141049296216
64.388000000000	-21.101688918369
64.687000000000	-21.062701862399
64.986000000000	-21.024094871520
65.285000000000	-20.985873841514
65.584000000000	-20.948043882010
65.883000000000	-20.910609373842
66.182000000000	-20.873574022715
66.481000000000	-20.836940909383
66.780000000000	-20.800712536560
67.079000000000	-20.764890872734
67.378000000000	-20.729477393091
67.677000000000	-20.694473117713
67.976000000000	-20.659878647222
68.275000000000	-20.625694196026
68.574000000000	-20.591919623325
68.873000000000	-20.558554462003
69.172000000000	-20.525597945561
69.471000000000	-20.493049033200
69.770000000000	-20.460906433182
70.069000000000	-20.429168624573
70.368000000000	-20.397833877486
70.667000000000	-20.366900271910
70.966000000000	-20.336365715223
71.265000000000	-20.306227958476
71.564000000000	-20.276484611530
71.863000000000	-20.247133157118
72.162000000000	-20.218170963907
72.461000000000	-20.189595298630
72.760000000000	-20.161403337346
73.059000000000	-20.133592175879
73.358000000000	-20.106158839510
73.657000000000	-20.079100291958
73.956000000000	-20.052413443698
74.255000000000	-20.026095159668
74.554000000000	-20.000142266407
74.853000000000	-19.974551558647
75.152000000000	-19.949319805420
75.451000000000	-19.924443755694
75.750000000000	-19.899920143580
76.049000000000	-19.875745693133
76.348000000000	-19.851917122782
76.647000000000	-19.828431149406
76.946000000000	-19.805284492090
77.245000000000	-19.782473875576
77.544000000000	-19.759996033429
77.843000000000	-19.737847710945
78.142000000000	-19.716025667811
78.441000000000	-19.694526680543
78.740000000000	-19.673347544707
79.039000000000	-19.652485076945
79.338000000000	-19.631936116818
79.637000000000	-19.611697528483
79.936000000000	-19.591766202207
80.235000000000	-19.572139055735
80.534000000000	-19.552813035520
80.833000000000	-19.533785117836
81.132000000000	-19.515052309759
81.431000000000	-19.496611650050
81.730000000000	-19.478460209930
82.029000000000	-19.460595093768
82.328000000000	-19.443013439673
82.627000000000	-19.425712420016
82.926000000000	-19.408689241867
83.225000000000	-19.391941147372
83.524000000000	-19.375465414057
83.823000000000	-19.359259355084
84.122000000000	-19.343320319443
84.421000000000	-19.327645692098
84.720000000000	-19.312232894087
85.019000000000	-19.297079382579
85.318000000000	-19.282182650888
85.617000000000	-19.267540228458
85.916000000000	-19.253149680811
86.215000000000	-19.239008609463
86.514000000000	-19.225114651814
86.813000000000	-19.211465481015
87.112000000000	-19.198058805809
87.411000000000	-19.184892370349
87.710000000000	-19.171963954005
88.009000000000	-19.159271371142
88.308000000000	-19.146812470896
88.607000000000	-19.134585136921
88.906000000000	-19.122587287136
89.205000000000	-19.110816873457
89.504000000000	-19.099271881513
89.803000000000	-19.087950330362
90.102000000000	-19.076850272193
90.401000000000	-19.065969792027
90.700000000000	-19.055307007406
90.999000000000	-19.044860068079
91.298000000000	-19.034627155688
91.597000000000	-19.024606483447
91.896000000000	-19.014796295816
92.195000000000	-19.005194868178
92.494000000000	-18.995800506512
92.793000000000	-18.986611547065
93.092000000000	-18.977626356026
93.391000000000	-18.968843329194
93.690000000000	-18.960260891654
93.989000000000	-18.951877497450
94.288000000000	-18.943691629259
94.587000000000	-18.935701798065
94.886000000000	-18.927906542844
95.185000000000	-18.920304430238
95.484000000000	-18.912894054240
95.783000000000	-18.905674035879
96.082000000000	-18.898643022913
96.381000000000	-18.891799689511
96.680000000000	-18.885142735959
96.979000000000	-18.878670888349
97.278000000000	-18.872382898287
97.577000000000	-18.866277542596
97.876000000000	-18.860353623026
98.175000000000	-18.854609965965
98.474000000000	-18.849045422161
98.773000000000	-18.843658866441
99.072000000000	-18.838449197435
99.371000000000	-18.833415337310
99.670000000000	-18.828556231500
99.969000000000	-18.823870848447
100.26800000000	-18.819358179345
100.56700000000	-18.815017237885
100.86600000000	-18.810847060009
101.16500000000	-18.806846703663
101.46400000000	-18.803015248564
101.76300000000	-18.799351795961
102.06200000000	-18.795855468403
102.36100000000	-18.792525409519
102.66000000000	-18.789360783795
102.95900000000	-18.786360776354
103.25800000000	-18.783524592749
103.55700000000	-18.780851458754
103.85600000000	-18.778340620158
104.15500000000	-18.775991342571
104.45400000000	-18.773802911227
104.75300000000	-18.771774630795
105.05200000000	-18.769905825196
105.35100000000	-18.768195837419
105.65000000000	-18.766644029346
105.94900000000	-18.765249781579
106.24800000000	-18.764012493276
106.54700000000	-18.762931581981
106.84600000000	-18.762006483471
107.14500000000	-18.761236651599
107.44400000000	-18.760621558141
107.74300000000	-18.760160692653
108.04200000000	-18.759853562325
108.34100000000	-18.759699691846
108.64000000000	-18.759698623270
108.93900000000	-18.759849915882
109.23800000000	-18.760153146075
109.53700000000	-18.760607907228
109.83600000000	-18.761213809587
110.13500000000	-18.761970480151
110.43400000000	-18.762877562563
110.73300000000	-18.763934716999
111.03200000000	-18.765141620075
111.33100000000	-18.766497964738
111.63000000000	-18.768003460177
111.92900000000	-18.769657831732
112.22800000000	-18.771460820805
112.52700000000	-18.773412184775
112.82600000000	-18.775511696924
113.12500000000	-18.777759146353
113.42400000000	-18.780154337918
113.72300000000	-18.782697092153
114.02200000000	-18.785387245210
114.32100000000	-18.788224648796
114.62000000000	-18.791209170116
114.91900000000	-18.794340691815
115.21800000000	-18.797619111931
115.51700000000	-18.801044343847
115.81600000000	-18.804616316242
116.11500000000	-18.808334973059
116.41400000000	-18.812200273460
116.71300000000	-18.816212191799
117.01200000000	-18.820370717585
117.31100000000	-18.824675855463
117.61000000000	-18.829127625182
117.90900000000	-18.833726061584
118.20800000000	-18.838471214580
118.50700000000	-18.843363149140
118.80600000000	-18.848401945284
119.10500000000	-18.853587698075
119.40400000000	-18.858920517612
119.70300000000	-18.864400529036
120.00200000000	-18.870027872529
120.30100000000	-18.875802703323
120.60000000000	-18.881725191710
120.89900000000	-18.887795523053
121.19800000000	-18.894013897805
121.49700000000	-18.900380531529
121.79600000000	-18.906895654919
122.09500000000	-18.913559513828
122.39400000000	-18.920372369297
122.69300000000	-18.927334497590
122.99200000000	-18.934446190227
123.29100000000	-18.941707754026
123.59000000000	-18.949119511144
123.88900000000	-18.956681799124
124.18800000000	-18.964394970944
124.48700000000	-18.972259395070
124.78600000000	-18.980275455512
125.08500000000	-18.988443551882
125.38400000000	-18.996764099455
125.68300000000	-19.005237529240
125.98200000000	-19.013864288041
126.28100000000	-19.022644838537
126.58000000000	-19.031579659352
126.87900000000	-19.040669245134
127.17800000000	-19.049914106640
127.47700000000	-19.059314770818
127.77600000000	-19.068871780898
128.07500000000	-19.078585696482
128.37400000000	-19.088457093638
128.67300000000	-19.098486565001
128.97200000000	-19.108674719872
129.27100000000	-19.119022184326
129.57000000000	-19.129529601314
129.86900000000	-19.140197630783
130.16800000000	-19.151026949780
130.46700000000	-19.162018252581
130.76600000000	-19.173172250802
131.06500000000	-19.184489673531
131.36400000000	-19.195971267450
131.66300000000	-19.207617796969
131.96200000000	-19.219430044359
132.26100000000	-19.231408809889
132.56000000000	-19.243554911967
132.85900000000	-19.255869187281
133.15800000000	-19.268352490950
133.45700000000	-19.281005696671
133.75600000000	-19.293829696871
134.05500000000	-19.306825402864
134.35400000000	-19.319993745013
134.65300000000	-19.333335672887
134.95200000000	-19.346852155428
135.25100000000	-19.360544181122
135.55000000000	-19.374412758163
135.84900000000	-19.388458914636
136.14800000000	-19.402683698682
136.44700000000	-19.417088178690
136.74600000000	-19.431673443466
137.04500000000	-19.446440602429
137.34400000000	-19.461390785789
137.64300000000	-19.476525144743
137.94200000000	-19.491844851661
138.24100000000	-19.507351100285
138.54000000000	-19.523045105921
138.83900000000	-19.538928105641
139.13800000000	-19.555001358479
139.43700000000	-19.571266145636
139.73600000000	-19.587723770682
140.03500000000	-19.604375559760
140.33400000000	-19.621222861794
140.63300000000	-19.638267048695
140.93200000000	-19.655509515568
141.23100000000	-19.672951680924
141.53000000000	-19.690594986885
141.82900000000	-19.708440899397
142.12800000000	-19.726490908438
142.42700000000	-19.744746528226
142.72600000000	-19.763209297429
143.02500000000	-19.781880779373
143.32400000000	-19.800762562245
143.62300000000	-19.819856259299
143.92200000000	-19.839163509062
144.22100000000	-19.858685975527
144.52000000000	-19.878425348355
144.81900000000	-19.898383343067
145.11800000000	-19.918561701234
145.41700000000	-19.938962190661
145.71600000000	-19.959586605566
146.01500000000	-19.980436766757
146.31400000000	-20.001514521797
146.61300000000	-20.022821745167
146.91200000000	-20.044360338417
147.21100000000	-20.066132230308
147.51000000000	-20.088139376951
147.80900000000	-20.110383761928
148.10800000000	-20.132867396402
148.40700000000	-20.155592319222
148.70600000000	-20.178560597003
149.00500000000	-20.201774324203
149.30400000000	-20.225235623170
149.60300000000	-20.248946644189
149.90200000000	-20.272909565489
150.20100000000	-20.297126593250
150.50000000000	-20.321599961571
150.79900000000	-20.346331932426
151.09800000000	-20.371324795587
151.39700000000	-20.396580868520
151.69600000000	-20.422102496256
151.99500000000	-20.447892051222
152.29400000000	-20.473951933042
152.59300000000	-20.500284568301
152.89200000000	-20.526892410268
153.19100000000	-20.553777938575
153.49000000000	-20.580943658848
153.78900000000	-20.608392102297
154.08800000000	-20.636125825243
154.38700000000	-20.664147408593
154.68600000000	-20.692459457257
154.98500000000	-20.721064599494
155.28400000000	-20.749965486195
155.58300000000	-20.779164790084
155.88200000000	-20.808665204849
156.18100000000	-20.838469444181
156.48000000000	-20.868580240727
156.77900000000	-20.899000344939
157.07800000000	-20.929732523832
157.37700000000	-20.960779559620
157.67600000000	-20.992144248240
157.97500000000	-21.023829397749
158.27400000000	-21.055837826588
158.57300000000	-21.088172361700
158.87200000000	-21.120835836501
159.17100000000	-21.153831088681
159.47000000000	-21.187160957838
159.76900000000	-21.220828282926
160.06800000000	-21.254835899497
160.36700000000	-21.289186636750
160.66600000000	-21.323883314338
160.96500000000	-21.358928738949
161.26400000000	-21.394325700626
161.56300000000	-21.430076968819
161.86200000000	-21.466185288150
162.16100000000	-21.502653373862
162.46000000000	-21.539483906956
162.75900000000	-21.576679528962
163.05800000000	-21.614242836354
163.35700000000	-21.652176374560
163.65600000000	-21.690482631559
163.95500000000	-21.729164031023
164.25400000000	-21.768222924989
164.55300000000	-21.807661586025
164.85200000000	-21.847482198853
165.15100000000	-21.887686851401
165.45000000000	-21.928277525250
165.74900000000	-21.969256085427
166.04800000000	-22.010624269515
166.34700000000	-22.052383676033
166.64600000000	-22.094535752031
166.94500000000	-22.137081779873
167.24400000000	-22.180022863134
167.54300000000	-22.223359911574
167.84200000000	-22.267093625119
168.14100000000	-22.311224476811
168.44000000000	-22.355752694632
168.73900000000	-22.400678242164
169.03800000000	-22.446000798004
169.33700000000	-22.491719733862
169.63600000000	-22.537834091262
169.93500000000	-22.584342556773
170.23400000000	-22.631243435684
170.53300000000	-22.678534624034
170.83200000000	-22.726213578905
171.13100000000	-22.774277286891
171.43000000000	-22.822722230639
171.72900000000	-22.871544353361
172.02800000000	-22.920739021221
172.32700000000	-22.970300983483
172.62600000000	-23.020224330312
172.92500000000	-23.070502448127
173.22400000000	-23.121127972388
173.52300000000	-23.172092737695
173.82200000000	-23.223387725116
174.12100000000	-23.275003006606
174.42000000000	-23.326927686428
174.71900000000	-23.379149839464
175.01800000000	-23.431656446324
175.31700000000	-23.484433325172
175.61600000000	-23.537465060168
175.91500000000	-23.590734926488
176.21400000000	-23.644224811847
176.51300000000	-23.697915134517
176.81200000000	-23.751784757806
177.11100000000	-23.805810901037
177.41000000000	-23.859969047062
177.70900000000	-23.914232846408
178.00800000000	-23.968574018165
178.30700000000	-24.022962247819
178.60600000000	-24.077365082224
178.90500000000	-24.131747822048
179.20400000000	-24.186073412021
179.50300000000	-24.240302329445
179.80200000000	-24.294392471500
180.10100000000	-24.348299041955
180.40000000000	-24.401974438034
180.69900000000	-24.455368138281
180.99800000000	-24.508426592393
181.29700000000	-24.561093114139
181.59600000000	-24.613307778614
181.89500000000	-24.665007325238
182.19400000000	-24.716125068054
182.49300000000	-24.766590815062
182.79200000000	-24.816330798474
183.09100000000	-24.865267617952
183.39000000000	-24.913320199038
183.68900000000	-24.960403769154
183.98800000000	-25.006429853677
184.28700000000	-25.051306294708
184.58600000000	-25.094937295277
184.88500000000	-25.137223491740
185.18400000000	-25.178062057186
185.48300000000	-25.217346838605
185.78200000000	-25.254968530518
186.08100000000	-25.290814887565
186.38000000000	-25.324770978357
186.67900000000	-25.356719482556
186.97800000000	-25.386541032753
187.27700000000	-25.414114602207
187.57600000000	-25.439317938909
187.87500000000	-25.462028045754
188.17400000000	-25.482121705792
188.47300000000	-25.499476050694
188.77200000000	-25.513969169582
189.07100000000	-25.525480754419
189.37000000000	-25.533892777081
189.66900000000	-25.539090192246
189.96800000000	-25.540961659174
190.26700000000	-25.539400274529
190.56600000000	-25.534304307541
190.86500000000	-25.525577928056
191.16400000000	-25.513131917495
191.46300000000	-25.496884352361
191.76200000000	-25.476761249847
192.06100000000	-25.452697165188
192.36000000000	-25.424635730835
192.65900000000	-25.392530128182
192.95800000000	-25.356343483505
193.25700000000	-25.316049180978
193.55600000000	-25.271631087012
193.85500000000	-25.223083681748
194.15400000000	-25.170412095254
194.45300000000	-25.113632047757
194.75200000000	-25.052769695074
195.05100000000	-24.987861382156
195.35000000000	-24.918953309358
195.64900000000	-24.846101117591
195.94800000000	-24.769369399843
196.24700000000	-24.688831147675
196.54600000000	-24.604567142187
196.84500000000	-24.516665299518
197.14400000000	-24.425219981294
197.44300000000	-24.330331280479
197.74200000000	-24.232104292929
198.04100000000	-24.130648384501
198.34000000000	-24.026076463006
198.63900000000	-23.918504263486
198.93800000000	-23.808049654465
199.23700000000	-23.694831971790
199.53600000000	-23.578971385722
199.83500000000	-23.460588305839
200.13400000000	-23.339802827339
200.43300000000	-23.216734221319
200.73200000000	-23.091500470684
201.03100000000	-22.964217852500
201.33000000000	-22.835000566844
201.62900000000	-22.703960411510
201.92800000000	-22.571206501407
202.22700000000	-22.436845030954
202.52600000000	-22.300979077451
202.82500000000	-22.163708443064
203.12400000000	-22.025129532886
203.42300000000	-21.885335266384
203.72200000000	-21.744415019471
204.02100000000	-21.602454594421
204.32000000000	-21.459536214898
204.61900000000	-21.315738543407
204.91800000000	-21.171136718605
205.21700000000	-21.025802410032
205.51600000000	-20.879803887946
205.81500000000	-20.733206106138
206.11400000000	-20.586070795725
206.41300000000	-20.438456568130
206.71200000000	-20.290419025581
207.01100000000	-20.142010877668
207.31000000000	-19.993282062612
207.60900000000	-19.844279872094
207.90800000000	-19.695049078599
208.20700000000	-19.545632064392
208.50600000000	-19.396068951355
208.80500000000	-19.246397731026
209.10400000000	-19.096654394299
209.40300000000	-18.946873060346
209.70200000000	-18.797086104372
210.00100000000	-18.647324283952
210.30000000000	-18.497616863712
210.59900000000	-18.347991738225
210.89800000000	-18.198475553014
211.19700000000	-18.049093823627
211.49600000000	-17.899871052784
211.79500000000	-17.750830845625
212.09400000000	-17.601996023137
212.39300000000	-17.453388733852
212.69200000000	-17.305030563934
212.99100000000	-17.156942645809
213.29000000000	-17.009145765468
213.58900000000	-16.861660468643
213.88800000000	-16.714507166006
214.18700000000	-16.567706237602
214.48600000000	-16.421278136684
214.78500000000	-16.275243493165
215.08400000000	-16.129623216861
215.38300000000	-15.984438600725
215.68200000000	-15.839711424260
215.98100000000	-15.695464057282
216.28000000000	-15.551719564212
216.57900000000	-15.408501809046
216.87800000000	-15.265835561159
217.17700000000	-15.123746602054
217.47600000000	-14.982261833188
217.77500000000	-14.841409384932
218.07400000000	-14.701218726743
218.37300000000	-14.561720778581
218.67200000000	-14.422948023539
218.97100000000	-14.284934621681
219.27000000000	-14.147716524974
219.56900000000	-14.011331593195
219.86800000000	-13.875819710629
220.16700000000	-13.741222903304
220.46600000000	-13.607585456478
220.76500000000	-13.474954031978
221.06400000000	-13.343377784955
221.36300000000	-13.212908479518
221.66200000000	-13.083600602624
221.96100000000	-12.955511475506
222.26000000000	-12.828701361828
222.55900000000	-12.703233571651
222.85800000000	-12.579174560162
223.15700000000	-12.456594020058
223.45600000000	-12.335564966295
223.75500000000	-12.216163811855
224.05400000000	-12.098470433053
224.35300000000	-11.982568222776
224.65200000000	-11.868544129986
224.95100000000	-11.756488683705
225.25000000000	-11.646495999621
225.54900000000	-11.538663767430
225.84800000000	-11.433093216957
226.14700000000	-11.329889061129
226.44600000000	-11.229159413895
226.74500000000	-11.131015681250
227.04400000000	-11.035572423656
227.34300000000	-10.942947188302
227.64200000000	-10.853260309879
227.94100000000	-10.766634678817
228.24000000000	-10.683195476289
228.53900000000	-10.603069875661
228.83800000000	-10.526386710575
229.13700000000	-10.453276110338
229.43600000000	-10.383869103894
229.73500000000	-10.318297194281
230.03400000000	-10.256691906137
230.33300000000	-10.199184309498
230.63200000000	-10.145904523847
230.93100000000	-10.096981207029
231.23000000000	-10.052541034335
231.52900000000	-10.012708173597
231.82800000000	-9.9776037627208
232.12700000000	-9.9473453964274
232.42600000000	-9.9220466293167
232.72500000000	-9.9018165024604
233.02400000000	-9.8867591007341
233.32300000000	-9.8769731478739
233.62200000000	-9.8725516458519
233.92100000000	-9.8735815645751
234.22000000000	-9.8801435871290
234.51900000000	-9.8923119148294
234.81800000000	-9.9101541352143
235.11700000000	-9.9337311548326
235.41600000000	-9.9630971972871
235.71500000000	-9.9982998654940
236.01400000000	-10.039380265561
236.31300000000	-10.086373188078
236.61200000000	-10.139307341020
236.91100000000	-10.198205626814
237.21000000000	-10.263085454617
237.50900000000	-10.333959077219
237.80800000000	-10.410833940562
238.10700000000	-10.493713032345
238.40600000000	-10.582595214721
238.70500000000	-10.677475524651
239.00400000000	-10.778345423897
239.30300000000	-10.885192979067
239.60200000000	-10.998002950287
239.90100000000	-11.116756765156
240.20000000000	-11.241432352309
240.49900000000	-11.372003806369
240.79800000000	-11.508440853024
241.09700000000	-11.650708079514
241.39600000000	-11.798763891827
241.69500000000	-11.952559155404
241.99400000000	-12.112035471121
242.29300000000	-12.277123032868
242.59200000000	-12.447738007289
242.89100000000	-12.623779370472
243.19000000000	-12.805125131023
243.48900000000	-12.991627864687
243.78800000000	-13.183109483415
244.08700000000	-13.379355163001
244.38600000000	-13.580106359862
244.68500000000	-13.785052861961
244.98400000000	-13.993823844405
245.28300000000	-14.205977941289
245.58200000000	-14.420992406862
245.88100000000	-14.638251526995
246.18000000000	-14.857034562375
246.47900000000	-15.076503663337
246.77800000000	-15.295692396356
247.07700000000	-15.513495762696
247.37600000000	-15.728662861693
247.67500000000	-15.939793633513
247.97400000000	-16.145341371180
248.27300000000	-16.343622861613
248.57200000000	-16.532838022450
248.87100000000	-16.711100654115
249.17000000000	-16.876481335801
249.46900000000	-17.027062500734
249.76800000000	-17.161004337566
250.06700000000	-17.276618491517
250.36600000000	-17.372444814488
250.66500000000	-17.447324979295
250.96400000000	-17.500466014071
251.26300000000	-17.531487048633
251.56200000000	-17.540443928950
251.86100000000	-17.527828712735
252.16000000000	-17.494544002784
252.45900000000	-17.441855028834
252.75800000000	-17.371324774165
253.05700000000	-17.284738845775
253.35600000000	-17.184027060593
253.65500000000	-17.071187990129
253.95400000000	-16.948221287541
254.25300000000	-16.817070898733
254.55200000000	-16.679580577242
254.85100000000	-16.537461719255
255.15000000000	-16.392272524871
255.44900000000	-16.245406884998
255.74800000000	-16.098091132880
256.04700000000	-15.951386796609
256.34600000000	-15.806197652355
256.64500000000	-15.663279629173
256.94400000000	-15.523252396611
257.24300000000	-15.386611737628
257.54200000000	-15.253742050052
257.84100000000	-15.124928520459
258.14000000000	-15.000368673850
258.43900000000	-14.880183123952
258.73800000000	-14.764425438049
259.03700000000	-14.653091092938
259.33600000000	-14.546125540822
259.63500000000	-14.443431430712
259.93400000000	-14.344875046463
260.23300000000	-14.250292030157
260.53200000000	-14.159492461746
260.83100000000	-14.072265364503
261.13000000000	-13.988382702286
261.42900000000	-13.907602929791
261.72800000000	-13.829674151512
262.02700000000	-13.754336939515
262.32600000000	-13.681326854489
262.62500000000	-13.610376709213
262.92400000000	-13.541218608457
263.22300000000	-13.473585794641
263.52200000000	-13.407214324142
263.82100000000	-13.341844595164
264.12000000000	-13.277222744335
264.41900000000	-13.213101925881
264.71800000000	-13.149243484178
265.01700000000	-13.085418027772
265.31600000000	-13.021406410584
265.61500000000	-12.957000623948
265.91400000000	-12.892004601402
266.21300000000	-12.826234936751
266.51200000000	-12.759521514853
266.81100000000	-12.691708053849
267.11000000000	-12.622652557127
267.40900000000	-12.552227673222
267.70800000000	-12.480320962017
268.00700000000	-12.406835066064
268.30600000000	-12.331687786506
268.60500000000	-12.254812063916
268.90400000000	-12.176155865379
269.20300000000	-12.095681980192
269.50200000000	-12.013367727701
269.80100000000	-11.929204581870
270.10000000000	-11.843197718236
